Classifier Name,Dataset,Balance,Num Training Samples,Num Non-Healthy Companies,TP,TN,FP,FN,F1 Score,AUC ROC
Decision Tree_max_depth_10,Test,Balanced,2679,62,32,2010,607,30,0.0912981455064194,0.6420920285478324
Decision Tree_max_depth_10,Train,Balanced,558,186,184,369,3,2,0.9865951742627346,0.9905913978494624
Decision Tree_max_depth_10,Test,Balanced,2679,62,38,1988,629,24,0.10425240054869685,0.6862758391164471
Decision Tree_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Decision Tree_max_depth_15,Test,Balanced,2679,62,36,1997,620,26,0.10027855153203342,0.671866333033392
Decision Tree_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Decision Tree_max_depth_15,Test,Balanced,2679,62,33,2002,615,29,0.09295774647887323,0.648628076965745
Decision Tree_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Decision Tree_max_depth_15,Test,Balanced,2679,62,39,2003,614,23,0.1090909090909091,0.6972062322038285
Decision Tree_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Decision Tree_max_depth_15,Test,Balanced,2679,62,36,2079,538,26,0.11320754716981132,0.6875331270723679
Random Forest_n_estimators_100_max_depth_5,Train,Balanced,558,186,137,353,19,49,0.8011695906432749,0.842741935483871
Random Forest_n_estimators_100_max_depth_5,Test,Balanced,2679,62,28,2375,242,34,0.1686746987951807,0.6795703033515352
Random Forest_n_estimators_100_max_depth_5,Train,Balanced,558,186,139,356,16,47,0.81524926686217,0.8521505376344086
Random Forest_n_estimators_100_max_depth_5,Test,Balanced,2679,62,36,2330,287,26,0.18701298701298702,0.7354888015087455
Random Forest_n_estimators_100_max_depth_5,Train,Balanced,558,186,134,364,8,52,0.8170731707317074,0.8494623655913979
Random Forest_n_estimators_100_max_depth_5,Test,Balanced,2679,62,30,2310,307,32,0.15037593984962408,0.6832805354567529
Random Forest_n_estimators_100_max_depth_5,Train,Balanced,558,186,136,356,16,50,0.804733727810651,0.8440860215053765
Random Forest_n_estimators_100_max_depth_5,Test,Balanced,2679,62,36,2311,306,26,0.1782178217821782,0.7318586906948364
Random Forest_n_estimators_200_max_depth_10,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_200_max_depth_10,Test,Balanced,2679,62,30,2323,294,32,0.15544041450777202,0.6857642954873224
Random Forest_n_estimators_200_max_depth_10,Train,Balanced,558,186,184,372,0,2,0.9945945945945946,0.9946236559139785
Random Forest_n_estimators_200_max_depth_10,Test,Balanced,2679,62,40,2315,302,22,0.198019801980198,0.7648809890665252
Random Forest_n_estimators_200_max_depth_10,Train,Balanced,558,186,184,372,0,2,0.9945945945945946,0.9946236559139785
Random Forest_n_estimators_200_max_depth_10,Test,Balanced,2679,62,36,2287,330,26,0.16822429906542055,0.7272732875614777
Random Forest_n_estimators_200_max_depth_10,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_200_max_depth_10,Test,Balanced,2679,62,38,2291,326,24,0.17840375586854462,0.744166553675102
Random Forest_n_estimators_300_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_300_max_depth_15,Test,Balanced,2679,62,33,2310,307,29,0.16417910447761194,0.7074740838438498
Random Forest_n_estimators_300_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_300_max_depth_15,Test,Balanced,2679,62,40,2301,316,22,0.19138755980861247,0.762206170572066
Random Forest_n_estimators_300_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_300_max_depth_15,Test,Balanced,2679,62,39,2282,335,23,0.17889908256880735,0.7505115436291246
Random Forest_n_estimators_300_max_depth_15,Train,Balanced,558,186,186,372,0,0,1.0,1.0
Random Forest_n_estimators_300_max_depth_15,Test,Balanced,2679,62,40,2319,298,22,0.19999999999999996,0.765645222922085
k-Nearest Neighbors_n_neighbors_5,Train,Balanced,558,186,131,335,37,55,0.7401129943502824,0.8024193548387097
k-Nearest Neighbors_n_neighbors_5,Test,Balanced,2679,62,34,2230,387,28,0.14078674948240166,0.700253922861686
k-Nearest Neighbors_n_neighbors_5,Train,Balanced,558,186,131,331,41,55,0.7318435754189944,0.7970430107526882
k-Nearest Neighbors_n_neighbors_5,Test,Balanced,2679,62,33,2180,437,29,0.12406015037593984,0.6826364835381562
k-Nearest Neighbors_n_neighbors_5,Train,Balanced,558,186,133,337,35,53,0.751412429378531,0.810483870967742
k-Nearest Neighbors_n_neighbors_5,Test,Balanced,2679,62,27,2237,380,35,0.11513859275053305,0.6451397192056898
k-Nearest Neighbors_n_neighbors_5,Train,Balanced,558,186,121,331,41,65,0.6954022988505746,0.7701612903225805
k-Nearest Neighbors_n_neighbors_5,Test,Balanced,2679,62,35,2218,399,27,0.1411290322580645,0.706025737424039
k-Nearest Neighbors_n_neighbors_10,Train,Balanced,558,186,101,346,26,85,0.6453674121405751,0.7365591397849464
k-Nearest Neighbors_n_neighbors_10,Test,Balanced,2679,62,23,2382,235,39,0.14375000000000002,0.6405851319536037
k-Nearest Neighbors_n_neighbors_10,Train,Balanced,558,186,107,335,37,79,0.6484848484848484,0.7379032258064516
k-Nearest Neighbors_n_neighbors_10,Test,Balanced,2679,62,32,2282,335,30,0.14918414918414918,0.6940599307258989
k-Nearest Neighbors_n_neighbors_10,Train,Balanced,558,186,101,338,34,85,0.6292834890965733,0.7258064516129032
k-Nearest Neighbors_n_neighbors_10,Test,Balanced,2679,62,30,2330,287,32,0.15831134564643798,0.687101704734552
k-Nearest Neighbors_n_neighbors_10,Train,Balanced,558,186,102,334,38,84,0.6257668711656441,0.7231182795698924
k-Nearest Neighbors_n_neighbors_10,Test,Balanced,2679,62,31,2348,269,31,0.1712707182320442,0.6986052732136033
k-Nearest Neighbors_n_neighbors_15,Train,Balanced,558,186,118,330,42,68,0.6820809248554913,0.760752688172043
k-Nearest Neighbors_n_neighbors_15,Test,Balanced,2679,62,34,2245,372,28,0.14529914529914528,0.7031197998200353
k-Nearest Neighbors_n_neighbors_15,Train,Balanced,558,186,110,330,42,76,0.650887573964497,0.7392473118279569
k-Nearest Neighbors_n_neighbors_15,Test,Balanced,2679,62,34,2210,407,28,0.13518886679920475,0.696432753583887
k-Nearest Neighbors_n_neighbors_15,Train,Balanced,558,186,107,335,37,79,0.6484848484848484,0.7379032258064516
k-Nearest Neighbors_n_neighbors_15,Test,Balanced,2679,62,28,2234,383,34,0.11839323467230445,0.6526310599430523
k-Nearest Neighbors_n_neighbors_15,Train,Balanced,558,186,112,329,43,74,0.656891495601173,0.743279569892473
k-Nearest Neighbors_n_neighbors_15,Test,Balanced,2679,62,35,2286,331,27,0.16355140186915887,0.7190177129685554
Naïve Bayes,Train,Balanced,558,186,118,315,57,68,0.6537396121883656,0.7405913978494623
Naïve Bayes,Test,Balanced,2679,62,39,2217,400,23,0.15568862275449102,0.7380927434762778
Naïve Bayes,Train,Balanced,558,186,102,322,50,84,0.6035502958579881,0.7069892473118279
Naïve Bayes,Test,Balanced,2679,62,33,2259,358,29,0.1456953642384106,0.6977301021854623
Naïve Bayes,Train,Balanced,558,186,118,316,56,68,0.6555555555555556,0.7419354838709676
Naïve Bayes,Test,Balanced,2679,62,33,2165,452,29,0.12065813528336379,0.6797706065798069
Naïve Bayes,Train,Balanced,558,186,114,312,60,72,0.6333333333333333,0.7258064516129032
Naïve Bayes,Test,Balanced,2679,62,40,2214,403,22,0.15841584158415842,0.7455840842136403
Naïve Bayes_var_smoothing_0.1,Train,Balanced,558,186,106,331,41,80,0.6366366366366366,0.7298387096774193
Naïve Bayes_var_smoothing_0.1,Test,Balanced,2679,62,39,2284,333,23,0.17972350230414746,0.7508936605569045
Naïve Bayes_var_smoothing_0.1,Train,Balanced,558,186,95,329,43,91,0.5864197530864198,0.6975806451612903
Naïve Bayes_var_smoothing_0.1,Test,Balanced,2679,62,33,2302,315,29,0.16097560975609754,0.7059456161327302
Naïve Bayes_var_smoothing_0.1,Train,Balanced,558,186,97,324,48,89,0.5861027190332326,0.6962365591397849
Naïve Bayes_var_smoothing_0.1,Test,Balanced,2679,62,29,2267,350,33,0.13151927437641722,0.6670005053804529
Naïve Bayes_var_smoothing_0.1,Train,Balanced,558,186,99,332,40,87,0.6092307692307691,0.7123655913978494
Naïve Bayes_var_smoothing_0.1,Test,Balanced,2679,62,33,2281,336,29,0.1531322505800464,0.7019333883910411
Naïve Bayes_var_smoothing_0.01,Train,Balanced,558,186,102,324,48,84,0.6071428571428571,0.7096774193548387
Naïve Bayes_var_smoothing_0.01,Test,Balanced,2679,62,33,2302,315,29,0.16097560975609754,0.7059456161327302
Naïve Bayes_var_smoothing_0.01,Train,Balanced,558,186,104,326,46,82,0.6190476190476191,0.717741935483871
Naïve Bayes_var_smoothing_0.01,Test,Balanced,2679,62,34,2278,339,28,0.15632183908045977,0.7094247291284036
Naïve Bayes_var_smoothing_0.01,Train,Balanced,558,186,108,322,50,78,0.627906976744186,0.7231182795698924
Naïve Bayes_var_smoothing_0.01,Test,Balanced,2679,62,30,2235,382,32,0.12658227848101264,0.6689511506650068
Naïve Bayes_var_smoothing_0.01,Train,Balanced,558,186,102,309,63,84,0.5811965811965812,0.689516129032258
Naïve Bayes_var_smoothing_0.01,Test,Balanced,2679,62,36,2253,364,26,0.15584415584415584,0.7207772997892193
Support Vector Machines_rbf,Train,Balanced,558,186,123,342,30,63,0.7256637168141592,0.7903225806451611
Support Vector Machines_rbf,Test,Balanced,2679,62,32,2307,310,30,0.15841584158415842,0.6988363923231476
Support Vector Machines_rbf,Train,Balanced,558,186,102,342,30,84,0.6415094339622641,0.7338709677419354
Support Vector Machines_rbf,Test,Balanced,2679,62,31,2382,235,31,0.18902439024390244,0.7051012609858617
Support Vector Machines_rbf,Train,Balanced,558,186,108,339,33,78,0.6605504587155964,0.7459677419354838
Support Vector Machines_rbf,Test,Balanced,2679,62,30,2347,270,32,0.16574585635359118,0.6903496986206813
Support Vector Machines_rbf,Train,Balanced,558,186,100,350,22,86,0.6493506493506493,0.739247311827957
Support Vector Machines_rbf,Test,Balanced,2679,62,30,2391,226,32,0.18867924528301885,0.6987562710318389
Support Vector Machines_linear,Train,Balanced,558,186,100,332,40,86,0.6134969325153373,0.7150537634408601
Support Vector Machines_linear,Test,Balanced,2679,62,28,2356,261,34,0.15954415954415954,0.6759401925376262
Support Vector Machines_linear,Train,Balanced,558,186,80,340,32,106,0.5369127516778524,0.6720430107526881
Support Vector Machines_linear,Test,Balanced,2679,62,24,2422,195,38,0.17081850533807827,0.656291986638234
Support Vector Machines_linear,Train,Balanced,558,186,105,336,36,81,0.6422018348623854,0.7338709677419355
Support Vector Machines_linear,Test,Balanced,2679,62,36,2261,356,26,0.15859030837004406,0.7223057675003389
Support Vector Machines_linear,Train,Balanced,558,186,112,323,49,74,0.6455331412103748,0.7352150537634408
Support Vector Machines_linear,Test,Balanced,2679,62,37,2274,343,25,0.16742081447963802,0.7328540436599406
Support Vector Machines_poly_degree_2,Train,Balanced,558,186,112,348,24,74,0.6956521739130435,0.7688172043010753
Support Vector Machines_poly_degree_2,Test,Balanced,2679,62,33,2377,240,29,0.1970149253731343,0.7202750009244764
Support Vector Machines_poly_degree_2,Train,Balanced,558,186,112,337,35,74,0.6726726726726727,0.754032258064516
Support Vector Machines_poly_degree_2,Test,Balanced,2679,62,39,2297,320,23,0.18527315914489312,0.7533774205874739
Support Vector Machines_poly_degree_2,Train,Balanced,558,186,114,341,31,72,0.688821752265861,0.764784946236559
Support Vector Machines_poly_degree_2,Test,Balanced,2679,62,34,2230,387,28,0.14078674948240166,0.700253922861686
Support Vector Machines_poly_degree_2,Train,Balanced,558,186,104,326,46,82,0.6190476190476191,0.717741935483871
Support Vector Machines_poly_degree_2,Test,Balanced,2679,62,27,2380,237,35,0.16564417177914112,0.6724610795419528
Gradient Boosting_n_estimators_100_learn_rate_0.1,Train,Balanced,558,186,164,368,4,22,0.9265536723163842,0.935483870967742
Gradient Boosting_n_estimators_100_learn_rate_0.1,Test,Balanced,2679,62,36,2266,351,26,0.16035634743875277,0.7232610598197887
Gradient Boosting_n_estimators_100_learn_rate_0.1,Train,Balanced,558,186,178,364,8,8,0.956989247311828,0.967741935483871
Gradient Boosting_n_estimators_100_learn_rate_0.1,Test,Balanced,2679,62,41,2197,420,21,0.15678776290630975,0.7504006064565434
Gradient Boosting_n_estimators_100_learn_rate_0.1,Train,Balanced,558,186,170,367,5,16,0.9418282548476454,0.9502688172043011
Gradient Boosting_n_estimators_100_learn_rate_0.1,Test,Balanced,2679,62,32,2255,362,30,0.14035087719298245,0.6889013522008702
Gradient Boosting_n_estimators_100_learn_rate_0.1,Train,Balanced,558,186,174,367,5,12,0.9534246575342465,0.9610215053763441
Gradient Boosting_n_estimators_100_learn_rate_0.1,Test,Balanced,2679,62,37,2295,322,25,0.17577197149643706,0.7368662714016295
Gradient Boosting_n_estimators_200_learn_rate_0.05,Train,Balanced,558,186,168,368,4,18,0.9385474860335195,0.946236559139785
Gradient Boosting_n_estimators_200_learn_rate_0.05,Test,Balanced,2679,62,35,2270,347,27,0.15765765765765766,0.7159607775463163
Gradient Boosting_n_estimators_200_learn_rate_0.05,Train,Balanced,558,186,176,369,3,10,0.9643835616438357,0.9690860215053764
Gradient Boosting_n_estimators_200_learn_rate_0.05,Test,Balanced,2679,62,44,2221,396,18,0.1752988047808765,0.779179557976999
Gradient Boosting_n_estimators_200_learn_rate_0.05,Train,Balanced,558,186,166,366,6,20,0.9273743016759777,0.9381720430107527
Gradient Boosting_n_estimators_200_learn_rate_0.05,Test,Balanced,2679,62,30,2276,341,32,0.13856812933025403,0.6767845476844947
Gradient Boosting_n_estimators_200_learn_rate_0.05,Train,Balanced,558,186,169,370,2,17,0.9467787114845938,0.9516129032258065
Gradient Boosting_n_estimators_200_learn_rate_0.05,Test,Balanced,2679,62,40,2225,392,22,0.16194331983805668,0.7476857273164298
Gradient Boosting_n_estimators_300_learn_rate_0.01,Train,Balanced,558,186,143,349,23,43,0.8125,0.853494623655914
Gradient Boosting_n_estimators_300_learn_rate_0.01,Test,Balanced,2679,62,29,2279,338,33,0.1351981351981352,0.6692932069471323
Gradient Boosting_n_estimators_300_learn_rate_0.01,Train,Balanced,558,186,137,349,23,49,0.791907514450867,0.8373655913978495
Gradient Boosting_n_estimators_300_learn_rate_0.01,Test,Balanced,2679,62,39,2269,348,23,0.17371937639198218,0.7480277835985553
Gradient Boosting_n_estimators_300_learn_rate_0.01,Train,Balanced,558,186,135,358,14,51,0.8059701492537312,0.8440860215053764
Gradient Boosting_n_estimators_300_learn_rate_0.01,Test,Balanced,2679,62,30,2318,299,32,0.1534526854219949,0.6848090031678726
Gradient Boosting_n_estimators_300_learn_rate_0.01,Train,Balanced,558,186,144,351,21,42,0.8205128205128205,0.8588709677419355
Gradient Boosting_n_estimators_300_learn_rate_0.01,Test,Balanced,2679,62,34,2305,312,28,0.16666666666666669,0.7145833076534323
